text,polarity
 i miss family guyyy ,0
tired and borrrrrred this vacation  sooooooo hot,0
just sitting waiting  ,0
sitting at home watching jeremy kyle and bored ,0
still in germany ,0
stuck on my own at work super stressed i wish i was somewhere else ,0
kateblogs no its because im an author not a subscriber ,0
why am i up so early  i am bored and have had that trantula song stuck in my head for the past hour   wwwstalkdailycomgeorg ,0
feels like a cramp quite disconcerting ,0
skynicmac shame ,0
one of my sites pr dropped  httpplurkcompnjlt,0
mcbesty monday is usually a working day ,0
maxbarners  i hope it all goes well,0
is supposed to work for university but the construction sight close by makes contant noise ,0
crucifire damit that was my idea for todays comic just wrote it down    will give credit then,0
zen sushi for lunch todaylooks like its raining outside ,0
ashley tisdale i love you but why did you dye your hair ,0
didnt announce reading lineup ,0
ronjeffries id love to hire you again too it was tons of fun last time i dont do the budget tho or the hiring ,0
off to see my german girl for her last night in brisbane ,0
micameli my friend was supposed to be having one but it hasnt been arranged yet ,0
lan at jetblackonyxs with missmell was a blastyblast now its time for home ,0
gnah inner tube exploded gotta get a taxi to work or be late ,0
good morning  i am going for a run this morning then its off to the dentist for some drilling ,0
cubedweller gah  not for me on freeview then  still  if they brought over the colbert report id consider switching just to get that,0
im in my clinic its booring  httptwitpiccomyqq,0
only  more days left in london where did the time go ,0
jerrrm today can not meeting the whole day gilaaaa ,0
hungry  dreaming of yumyums,0
no gym yesteday they have a all new gym so i need a new induction  good news is its booked for wednesday woot,0
ughhhhh i so didnt see that coming on house ilu bb ,0
gfalcone nawww take me to london please cornwalls boring ,0
my website is down ,0
kingkiwi  i want to be somewhere with no rain its not very nice here today,0
 letters to be sent out better start writing now ,0
llordllama oh no  i had an obadiah too names that start with e are generally good,0
valdezign hmm this beta of nambu has pingfm and friendfeed disabled  boo ,0
ohhh  not very well and ive lost my voice     ,0
arizonaaaa  japannaly hhhahaha now you cant go thursday you bitch  jk hahaha httptumblrcomxejjtjw,0
booo ee you suck why daniella dont bring sam back at all if it has to be her not happy  ,0
fabianv what kind of docs and what are you using to write them were always behind on our docs ,0
wishes she didnt have om homework to do right now ,0
ok heres the deal i live in a small town ive never seen anythin famous n anyway so i thought i might luck up on something ,0
duskyazure least u got  lie in  i ve bn up way  long mrs woke up at am this morning amp dragd me out of slumberlnd  the same time ,0
im trying to plan tripslow budget thoughdont think it is working ,0
ianhanlon me and scobz goal is to get a celeb to respond to one of our tweets before we go to sleep  i may not get any sleep ,0
nobody ever speaks to me now ,0
waiting for tom to call ,0
its mums birthday im glad she likes her pressies im looking forward to party time later this week but sad im not going to cornwall ,0
dajbelshaw sounds like my every day  except gym,0
my car arrived maybe ill get it on thursdaydamn paperwork ,0
someone ratsofatsorat left a few sips of mocha in the reusable coffee mug   last week  now its chunky ,0
omg whats with windows vista today tried installing it on my windows  laptop and its died reinstall ,0
i mean nobody goes on this anymore  x,0
dear twitter i have  bug bites on my leg  they r itchyyyy  haha just got outta the shower uhh night,0
thomassonora i had the same problem  poken error,0
tracitoguchi nah not really feeling it come back on ,0
mushyv ahhhhh that hoff programme sounded classs i fuckin missed it  hopes theres a repeat innit,0
confused what he should do with his life ,0
grunt good luck with the big meeting    i hope the rumour mill is wrong,0
jxx is the white guy manager there the one that shouts when you walk in  i wanna go back and feast,0
no missing  again on thursday is the worst ,0
hello world i dont like to do physics ,0
going to the dentist again  i mean tooth spa right valeriekhoo ,0
my boyfriend means the world to me but he just doesnt seem to see it muchless understand ,0
natazzz hurt and sad ,0
finished marking cant celebrate yet tho got to communicate marks amp feedback to all those online students rest of the night gone there ,0
is still sick hate this ,0
simon felice is no longer playing with the felice brothers im not sure how i feel about that ,0
ears size  hurt  watching chaos theory wonderful movie love it,0
going on holidays with my friend tomorrow exited but no twitter ,0
looks like the nobel peace prize is simply a popularity contest   httptinyurlcomcffzh,0
oww the poor darling    body of missing tracy girl sandra cantu  found inside suitcase wwwtinyurlcomdfhvzg  tracy,0
ugh why did my mum wake me up so early  geesh i need sleep and princessnadysthere is noth  awww ,0
but i have to work now so no time to play ,0
haylieofficial every night ,0
no post or even any email nobody loves you when your down id take a long walk but dont have energy to get out of chair ,0
via chrismevans argh  driving into london today  made a wrong turn at kingsx  stuck in an extra  minutes of logjam traffic ,0
mattgd i dont like you not having internet you dont tweet as much ,0
jodielane jodie are you awake are you hungry do you need anything coz im leaving coz you wont talk to me ,0
llaacceeyy haha im not a good cook at all  it looks pretty foul right now love having voguettes on twitter yay nice to meet you x,0
needs to go to the dentist now what a perfect start for the holidayshm   ,0
has no milk for a cup of tea ,0
mother fuckers changing the rotas without telling me  not cool off to work ,0
why can i not add my boyfriend ,0
arghhhhhh  cant put a profile picture here  so im sorry guys  dont know what to do now  ,0
lolzitsmel  paranormal was pretty good tonight,0
glinner dont think thats the right username for mr brooks ,0
its a grey day in london come back sun all is forgiven ,0
i hate windows movie maker  sony vegas come back i cant download it anymore my brother banned me from downloading  ,0
i cant stop laughing  this burger king commericalim so easily amused  ,0
davidkudrev its just a pity that facebook chat has exceeded even msns amazingly level of unreliability ,0
pity ill have to remove it because its irrelevant ,0
hubby has such a tight scedule for us during easter vaca that its stressing me out  visits all over denmark in  days ,0
rickrodgers just kidding man rim doesnt even have a sync client for linux and the opensync package sucks  at least it can charge lolz,0
 oh and my agents had me booked out the wrong days  x,0
going out with josh of course i broke up with will but was it the right thing to do i feel so bad  so confused,0
i wish my new glasses werent so expensive ,0
yummy pizza for dinner top of mouth burnt now though ,0
literally spitting blood ,0
im just a little bit bored down here in warrnambool  only so many animal docos you can handle,0
wordpress is being a bitchass bitch otherwise thered be a new silence remix up ,0
casasteve vw forums are a nightmare for that enthusiasts on forums always results in politics and bitching ,0
is awake at a sensible time and is doing alot of coursework bohoo ,0
schofe that sounds like a great show shame im at work ,0
wyldceltic so i read im glad youre doing better ,0
emperoremil yup im at work im on midshift na e ,0
burjz ugh i didnt mean to sign off and then when i got back you were gone ,0
my babys heading for perth ,0
uh d why did the dentists hurt today holy crap i feel like my teeth are all about to fall out ,0
nobody will let me make one giant cookie ,0
going for a ride i hate my legs ,0
feels sick and needs foood i cant find my camera anywhere  last night was good lindsays house is pretty ruined eek,0
omkarkurode  you won coz i created quotavenuesquot for you and yeah i made the mistake of choosing tango over zone ,0
sometimes youtube has no sound on ubuntu ,0
cannot find her phone ,0
might have to go to hospital on my foot for an xray have to wait for the doctor to call me back to confirm i hate hospitals ,0
ahh sorry yall for not being able to twitter from the show my phone so did not work in there at all  but brit was amazeingahhh,0
im so damn tired today actually i need to take a nap when im at home but theres no time ,0
just woke up tiresome times ,0
heromancer come back to orlando again sooon i couldnt make it to the show sadly ,0
wishes restaurant city or pet society could be ported to the iphoneitouch  httpplurkcompnlb,0
not twittering in the past  days obviously am and taking a small break from ochem ,0
omg this bed is making me sick  i cant even sleep in it ,0
on our way to the hospital please keep praying ,0
just had a bowl of bran flakes and is about to ave a shower and do revision ,0
phillcoleman i had it as low as  last night ,0
sarahlsharp oops feel like im breaking a few hearts now ,0
shystieuk wish me luck gotta go london ging great olmand street for a appointment really scared  xxxx,0
devdsp hrm your last two posts make it sound like im holding you back ,0
etnobofin even google translator does not get it ,0
might have to go to hospital for my foot for an xray have to wait for the doctor to call me back to confirm i hate hospitals ,0
thi m v   ci u b in ,0
i know i shouldnt feel upset about losing a follower who was probably a porn star or trying to sell me something and yet i do ,0
arghfirefox has just removed a bookmarks folder  my sharepoint folder including all links within   no idea whyhow,0
delustre i wanna watch dollhouse  i havent seen any eps yet i lt eliza dushku so much lol,0
kourtneykardash i need get my beach bod back ,0
just saw dan off neighbours walking down chapel streetrandom feeling like they are going to fire me at work  any got a job going,0
jansmells maybe you should stop being so lazy ,0
goosed sorry for procrastinating while you were gone ,0
macbatchelor ah wont be at rehearsal tonight  we are awaiting the imminent arrival,0
clairefallen nah everyone ,0
snow in april this sucks ,0
colbsi flickrs not letting me view it  says its private ,0
misswyn i bet you are  i remember easter as a kid was so excited youll have a great day,0
xambix wow welcome home eh  thats well shit especially just coming back off holiday some fucking people,0
blueeyedbomber excellent missed you saturday night ,0
tiahn good coz you dont have to be therebad coz you dont get paid ,0
it was going to be sunny today right why do forecasters always put my hopes up  fb,0
ollien and carousella  i cant    i have another doctors appointment at  and another one at  sucks,0
still a bit sick  but working on  articles today,0
last  days in my nice little office dont wanna move ,0
doesnt want to go college  want to cuddle my babyyy,0
hmm shoulder is making some bad noises if i move my arm back and forth i know dont do it fear a return to physio may be required ,0
happyahma  welcome back sorry to hear about the ants ,0
rhyswynne thats a pest  grr to spam,0
odannygirl oh yesses  i have quotroad rashquot all over my hip  lovely ay  i so rock,0
whyvee welcome home sounds like a hell of a journey back ,0
got an offer to go camping at fraser island for the weekend would jump on the offer without a nd thought but its forecast to rain ,0
latexfetish sadly thats not a feed  for wordpress a feed usually would be blacomfeed or blacomfeedrss but those two dont exist,0
kristenkreuk fiuhh nice to get info from you im one of your fans from indonesia and still waiting for your movie in my country  thanx,0
dont want to leave college ,0
i cant give up smoking i tried but its not easy ,0
httptwitpiccomyz see where weve been moved too  dwsr,0
tayswift  i was up at am   btw congrats on winning album of the year you deserve it i cant not shed a tear to white horse,0
hedgewytch oh thats horrible about innocent smoothies we love them but if they start putting rubbish in them   ,0
i cant sleep theres a fight outside how inconsiderate i wanna go sleep ,0
is frightened cos its spider time i hope the flat repels them as i unfortunately havent got a man to save me ,0
having casual unprotected tweets with twats ill probably never see again my mom will be so dissapointed ,0
going out sidee in dee cold ,0
has insomnia and a headache ,0
virtuallin i actually really like taub for some reason i thought the bromance with kutner was cute still kutner sigh ,0
watched smallville x last nite httptwurlnliyard ep couldve been so much more but yet again the decisions made fail to impress ,0
last time i watched this movie it had this huge epiphinal line that was exactly what i needed now that i need it again i cant find it ,0
jazred i told you if i caved id end up abusing it much like i do facebook its because i dont have any real friends ,0
cannot upload my pic ,0
my personal web site was hacked    what should i do,0
when will i finally get over this cold ,0
i really hope i suceed ,0
bugger its all good today  might have to error check things then ,0
currently wishing i could have more of the treacle sponge and custard that louise made me last night while watching order of the phoenix ,0
reports from italy  death  missing  injured  italy earthquake via rai httptinyurlcomcmja ,0
you know what sucks finding out i have a burned out tail light when the stores are closed plus they are not open before i work ,0
gday at the evil highschool right now ,0
rain ruined the malaysian gp  not much fun neither any money from it  ,0
ajiee thnx ajeng i will have to skip that class  im totally unprepared,0
on my way to chicago finally connecting through london now and will be home for  measely days and then back out again  ,0
maxime darn cant open it on my work computer not supposed to have fun at work  but thanks anyway,0
janelle i want a phone that i can fbms and twitter from ,0
keongzai assign someone else to do it or eff it and do it yourself ,0
off to the hospital soon kinda sucks im not allowed to eat anything  x,0
doesnt like how much uk postal prices have just gone up now costs p more to mail a black velvet to usarotw amp p uk ,0
 days in york  nice place photos coming soon feeling sick now though and im back at work ,0
davenavarro was wondering where youd been youve been so quiet these days miss the chatty dave ,0
alystoe  i hope you are okay,0
is at work thinking how much graveyard shift sux ,0
last day of work before i go on holiday argh got fuck loads to do ,0
i snickered for like twenty minutes thinking that was the awesomest name ever ,0
i dont know how to use this thing and my stupid picture wont upload ,0
madre is grinding on me this is gonna be a long week ,0
thomasgudgeon well yes shame that you can only get the plastic one for the first generation ,0
i think my tweetdeck is failing me ,0
it still hurts ,0
mckaylajb hey lol btw u know how to upload a picture i tried but it never shows  xo,0
working at home ,0
its sooo super duper cold ,0
misterskull awwwwww what a shame youre miles and miles away ,0
just spent the last half hour making a playlist for tonight its going to be a long night ,0
nattnatt you doggie dazzler im trying to work a bit today  if you want we coule pop ovr and say hi later,0
oh but damnfried screwing up me lunch ,0
getting ready to leave calii donquott want to go home i wish i could just bring my kids here     ,0
has a maths examen at  o clock ,0
ryanseacrest tie bar  i missed it on wednesday ,0
nickdawson hope your knee feels better quickly though after having been on it all night ,0
i am wondering why my lovely wife doesnt check or respond to my tweets ,0
but of course the document with the important tables in it isnt published on the internet ,0
love is a joke with no punch line ,0
jonathin sorry must of left a corel install cd somewhere in you room then ,0
i went to get a coffee but the kids got to the milk before i did now i have a can of coke instead ,0
yoghurt overload ,0
orangeflowers me too its scary not the clutter but the unclean  pain keeps me awake lately but shld start subsiding in a wk or so,0
good morning worlds  we got snow again ,0
throat killing me and missing gordon ,0
fighting off the hungries ,0
willieday cant sleep its  and i have to be at work at  dont know what the problem is ,0
artemisiii aw sorry to hear that  i dont know what id do without jeans in winter,0
miss kabalin hates me ,0
stuffy nose its preventing me from sleep  any remedies,0
went to bed at pm and now wide awake at  am i dont have to be to work until  this is going to be a long day ,0
rustyrockets i tnk you need to make me smile today because you never ever write back to me but you do to everyoneee else  x,0
itchy eyesgrass being cutohoh ,0
my damn filling just fell out  half of my tooth is gone,0
daftasabat i needed a lie in lol i havent slept for more than  hours in a few days now its killing me ,0
just watched greys anatomy i cried  i will be writing now i miss meg ,0
i hope not all is lost sigh ,0
going to look for curtains ,0
yesterday was a bad day found bernie mac died last year  where was i,0
is she still up  is she is then u shud be online dunno how to find out ,0
outoutout dunnoive emailed their website  aampr sent a tweet but no repliestheyve probably got bored of fanremixers bugging them ,0
wishing i could get some sleep but that probably isnt going to happen tonight ,0
riry is being a pain and nomming on my hand should not have sprayed her with that cat nip mist as a joke  now she is craaaazy,0
silverlines aaaah jadi tiba pingin butter sugar toast huhuu ,0
thats messed up ,0
jennnnie yes and the next projects wool is hiding from meit was there on friday when i went to craigs place ,0
why do those project reports for school need so many words am  words short ,0
inspiredwriting i love how i can  could  easily read and tweed while working with twittercom im reloading all the time ,0
teleken unfortunately i dont sorry  hopefully you do find someone who can though,0
hang on does anyone use fax machines any more ,0
drjackdr oh did you see the disaster really an horrible situation ,0
just put a bid in for signed panic at the disco poster unfortunatly the fall out boy one is already over my limit ,0
antzpantz well i obviosuly missed evcery single one ,0
jordynhill oh i cic so much meaning to that ring but i have a feeling id lose it ,0
lissie sorry just saw the post signed up even before i finished reading lolthese guys are gold feel bad for those who paid  ,0
i just did the sweetest ol boy he was  and telling me about when he was in the war ,0
swellvintage a lot better today thanks unfortunately being sick did not mean loss of apetite for me  x,0
sminchin sorry to hear youre unwell  its the school holiday syndrome again ,0
is waiting for the scrappers to come to pick up his old saab ,0
everyone hates me so much  ,0
does not know how he got home last night ,0
 hours laying down on a flattened bean bag ftl ,0
and it was a great song too ,0
ooo dr who is on in hd ok ok im officially a sad techy geek ,0
valium i needz it ,0
septmourningm texas is far from phx lol  what part,0
luckyrivera and it was a great song too ,0
ouch my toenail aaaaaaaa ,0
babysitting this morning  stiil its an excuse to watch the chute on cbbc,0
man did i had a wacky dream this early morning  loggin here  looks like ats is spamming me with updates ,0
i was in such a good mood this morning now not so much anymore stupid work stupid cellphone provider ,0
i still cant understand linked in what sthe point of it again just got bakc from shoot bloody exhausted i need a hug ,0
forgot about shitty coop ugh ,0
is looking for a dress for her friend but cant find it ,0
enjoying lunch at the lake of constance  uh that would be cool but impossible ,0
i really want a new job  not particually a better one just a new one,0
shaundiviney  i want pizzaaaa ,0
windows mobile doesnt allow me to write the stack pointer ,0
need to go and do some college work and then go to work having had no food  ,0
terrible toothache feeling very grumpy  hotels to write about in my work queue ,0
pypi fail installing markdown with pip and easyinstall downloads the python  version ,0
y isnt it as sunny as yesterday ,0
deadline ahead ,0
karinhoegh so true i love frienfeed but there are so many cool apps out there that delivers value and so little time ,0
damn i m missing twitter have been very busy off late and have not got enuff time to be active on twitter  missing all d action,0
why must we continue to say hurtful things when can we be at peace thats all ive ever wanted grr ,0
savicevic aww  i wont be that roommate next year,0
bye every one im going to stop being a tfan   i cant do this any more im a fan only becouse i want to date taryll and he dosent want me ,0
ianmack first season yes descended into creepy teen boy humour in season   still lt muldermoody though,0
iphoneincanada no wait their cheaper package has  more voice minutes its cheaper and substantially better messsedd upppp ,0
i suck at making jelly cakeeeee ,0
swati swati omg i missed you soo much  have you heard the new jls song  ahaa youre probs all jetlagged right now,0
argh fantasy surfer carnage dane marlon amp nat c all out  fantasysurfer,0
feels slightly ill guess i shouldnt have eaten mc ds after all ,0
awlred they dont exist  however anodising services do exist so i could get it done ,0
wishing she hadnt drunk so mush yestaday ,0
i just got an amazing new pedal and i just blew both of my speakers ,0
i wish i was in sydney ,0
craigelder proof reading defra greener living fund bid  only a govt dept could have a grant application deadline this close to easter ,0
hairpins ohh how i envy you natalieeee i need a new wardrobe and something to wear out the weekend after this ,0
anothera   ,0
swati yeah i havnt got any cradunlimited to textcall either  sucks will catch up with you today sometime xxxxx,0
is sad coz alisons leaving england to france tonight ,0
needs a mouse looks like my lappys touch pad is giving up na  httpplurkcompnni,0
what do u do when u find out that the person u supported and stood behind since day  tells u that in the past they tried to blow u off ,0
off out to doctors appointment ,0
nasa lost raw footage from the apollo  mission  httpwwwwiredcomwiredarchivenasahtml,0
winter is slowly creeping into cape town  not looking forward to it,0
cheekybeer document management systems always a good idea although rarely seems to happen in practice ,0
i hate this time i am super bored but everyone is sleeping ,0
about to ge ready for work as i have a  hour shift ahead of me  x,0
greyhoundgal omg front page id be so excited congratulations sorry about torres hurting his paw tho  is that your dog,0
im so tired for no reason other than going to bed late and sleeping in lately it makes me angry ,0
denpasar good luck look forward to the update run not an option in this wind seriously blowing a real gale ,0
last day at lshs tomorrow ,0
cant smell tyson any more  ,0
wishes twitter had a translator twitter just hasnt caught on in the southern hemisphere yet theyll get there aventually i guess ,0
christinastokes is sh working for you for me it says that the website is down ,0
alone at the office ,0
jxox ohh i hope so  not stopin till i get a reply lol i wunder if marvs read all the vs lyrics haha i can imagine his nxt blog about it,0
kleinjinx it seems like my inlaws are coming over easter we will have to meet another time ,0
my camera spoil ,0
sooo not motivated to do work ,0
 it still wont let me log in i know my users thier cos anth sent me a friend request,0
is still waiting for a dispatch and just got up about an hour ago after sleeping  hours guess ill go back to bed ,0
going to sleep have a busy day going to meetings and stuff  miss my girl shes in switzerland ,0
marthagonemad  agreed i wish it could just be pure and easy fun,0
urgh my head hurts think ive had about  hours sleep but the cat was miaowing   no rest for the wicked,0
one hour latebad plumbers ,0
i really wish i was  better so i could be  awesome at work  ,0
i better be allowed to go to sway sway baby concert or ill seriously cry ,0
silverlines tadi di pim udah sempet lirik mesra tapi baru abis makan  definitely putting it in my agenda next time i go to pim ,0
marley and me i am crying like a kid but a good movie have a good night people ,0
ive lost my favourite mac lipglossim so upset about iti never lose things ,0
pretty sure everything electrical in my house is slowly dying on me  like i have enough money to replace all my stuff,0
bed is painfully tempting right now but if i take a nap ill probably wake up at pm ,0
is frustrated that rudd cant facilitate private enterprise investing in our broadband infrastructureinstead he needs to waste our money ,0
mercygrl oh wow a little chubster  you cant invite ppl to play uno on facebook at the moment ,0
i want ffxii really bad i never got a chance to play it ,0
in the garage getting an estimate for the wheel damage on my car from sundays  little mishap  not looking good ,0
bah hairline fracture in the impellor hub  titsuptuesday,0
morning everyone bad dream woke me up ,0
meatrack no more sneaky late arvo surfs now man  i feel the late arvo glass off is now a distant memory of summer,0
cant sleepi have to wake up in  hours ,0
samdj unfortunately it didnt work but thanks for the advice i am bed ridden today ,0
dear fbdimms please give me my gb of memory back i used to have   running  full  crippled pc,0
searching for a job in berlin in summer timedont speak german ,0
piccy coming soon  off to watch  god i wanna move to america soo baadd ,0
oh no its a harrods day  now i really will be sick,0
tombot never mind it didnt work anyway ,0
has been sick  and her back is veryyy bad watching american history x wanna watch american beauty though buy it meeee,0
entered a online poker tournement against  others finished th ,0
isnt very happy with twitter at the moment wont let me upload my picture  wishing dougie or tom would reply to me,0
trying to extend reading the watchmen by not reading it at all i dont want it to end ,0
lucygooesy haha nice barbie backgroud he still hasnt replied  lol,0
well it sunny outside but im stuck indoors far far away from a window  roll on dinner,0
rhinecruise youre absolutely right ,0
back to bed for me ,0
i have failed you martha ,0
i dont want to be a grown up yet ,0
as usual  cooking what i hate ,0
incredibly immensely indecisive ,0
so my wish didnt come true  go to hell carolina   ,0
yay am and not a bit tired ,0
boagworld the profile picture makes a happy return i think i need a new promo picture ,0
fairy omg wtf sure he talks now im at school i dont have a phone ,0
moony ill miss him too bb  the episode seemed unimportant after foreteen found kutner so i stopped watching,0
except for the fact jw stuff is out and it rocks shame im skint ,0
taitaisanchez omg i know i am so sad ,0
ternyata hanya gue yang make twitter   ,0
being in pain as i have done my back in ,0
hippychick clarkes shoes dont fir her  they dont go small enough for her feet  we have to go to specialist shoe shops ,0
off to work   ahhhh such is life for the poor amp unknown was thinking earlier how much loot that miley cyrus has at age  ,0
sitting seb and waiting for hours bad customer service ,0
finally wrapped  my body has literally broken down this evening  in bed return of super fever ,0
yuddylicious he hatez me ,0
i really should be sleeping already but just cant seem to get to bed before the sun comes up progress on sorting out life is slowhard ,0
jjprojects  maybe a broken mbp from ebay one with a broken screen or something good luck,0
no o gprs  anyone else with issues,0
ryuoky no sun here  and i was hoping to sit out on the balcony ,0
the maine please out me to sleep i have tests in the morning ,0
wants to buy big bang theory on dvd  byeeeex,0
fucking boredom makes me wanna go have a smoke ,0
kimberley lol awww  i want a cuddles now  you almost made my eyes  leak love you too lt,0
sleep for now then get up in  hours  then a very busy week aghhhhh,0
philhellmuth so sad ,0
my cousins cant stop playing frozen bubble twisted amp resco bubble bye bye n see you after a week or two ,0
pure hurt my neck at the gym ,0
work time ,0
im not ready for school yet ,0
todays plan driving back to vienna spring cleaning in my flat ,0
hippydi thats sad ,0
suck  when you know you havent done anything wrong  but it feels like you have ,0
dianyach i would love to swim but dont know how  ,0
mmmm i want eatser show on the th not th   this is bad for me  maddie d,0
today im really amazed scared by how many basic errors i find on ecommerce websites wrong error messages no loading icons etc ,0
why wont twitter let me change my picture ,0
zoeaimee im trying to research some dude for my english assignment that is due tomorrow and my internet keeps freezing and wont load ,0
just got up pshhh going on the trampoline even though i am all sore ,0
homework ,0
pmarnandus re daily gossip well the twitter gossips are mostly from e online which i cannot access ,0
httptwitpiccomybg  this is ashley from kicks afternoon show hes not impressed with the twitter ,0
islandiva i sent u a tweet yesterday but i dont know why it didnt work  i guess youre sleeping right now i am working soon noon ,0
english revision class ,0
laptop died on me yesterday    have to reinstall but its the perfect time to try out windows  beta,0
finalising annual report for  ugh ,0
 hrs need to go by quick ,0
shannanstedman haha i got to be up at   and sit through a  hr mass umm like  ish is that alright is that too late,0
has got to go into college today  in the holidays  ,0
dgball yeah if you get spraying im going to have to pay you to spray my m at some point they dont to e ms in white in europe ,0
nathnaelb i would love to be ill next week dude but no pay ,0
vixens not so innocent after all ,0
what happened to last nights twits theyve gone and run away ,0
benjaminreid your internet still down o ,0
thinks she is going to be at this traffic light all night  haha,0
edict just been announced no social networking using the office system  ok tweet this then evening chaps ,0
bored in tec ,0
spitorswallow wish i couldbut the seasons dont change  days of the year ,0
heyxboxlive probably shouldnt mention any show with drew carey considering what hes done to major nelson ,0
man im too fucked to be in work ,0
still in the business plan meeting too many back to back presentations ,0
sitting outside doctors surgery so its my turn now  bah what a holiday ,0
donniesbabe well its pishing here  sun looks like it wants to break through hope it dows kids doing my head in ,0
finally home sooo tired ,0
omg breech again sob   ,0
whitout friends ,0
is pisses off legs  feet in loads of pain running from a old man who tryed too trash our tent o ,0
not going swimming ,0
jaska some things they just never get old httptinyurlcomholdisgiantcherry i miss maya ,0
wants to go shopping ,0
making a short video windows movie maker has crashed for th time   but my middle name is perseverence p  should finish the video soon,0
dougiemcfly tommcfly good morning guys how are you all you know its frustrating i never get a reply  ,0
jardinjaponais hugs i hope your day gets better cell phone providers are made of suck ,0
rode river circuit asthma hit hard o too wet to mow  amazed or amused that wpac cr limit raised celebrated with coles shop etc ,0
ss favourite youtube clip lightning mcqueen singing quotbarbie girlquot has been taken down ,0
bigbluewolf not yet no doubt ill get a chance to until tonight works mental thanks to bt cutting off  customers today ,0
twitter was down when i went to bed last night   but now it back and so am i,0
try to use skimmer by fallon for the first time like the overwiev and style would be cool ig you could browse the photos ,0
livinginfiction outdoors mancant get to the gym this week no time no time  dinner soon babe early next week or brunch sunday,0
dramaa assignmenting is gay too sick but i have to do it ,0
jetshun persons who read my twitter cant catch up for another week  cant talk about it here  but yeah saaaaad  ,0
redtoffee strawberry is the absolute best angel delight eva  i had chocolate once but it was too sweet ,0
marissamonotony why ,0
re congrats bella misses you ,0
first cold night of the year ,0
my friend coco chris had a party this weekend and it seemed to have been awesome fail i wasnae there   ,0
hasnt done any work  oh well,0
my msn hates my guts i wanted to go out tonight ,0
my dog passed away in the night  full on gutted,0
mum just called now my sister is in hospital ,0
still at work ,0
still stuck with the microsoft specialist wont this day ever end ,0
off to bed  damn end of daylight savings  means my son will be awake at am ,0
a day of nothingbliss miss my boy tho ,0
tonights episode of house incredibly sad  and it has nothing to do with meatloafs usual bad acting,0
why is it so hot today  ,0
playing pkr online poker and has a headache ,0
is pissed off running from that old man who tried too trash our tent has left me with the battle wombs ,0
elanorelle niceee we ran out of filter coffee art work  not good   forgot my bread to make toast bad start to the day,0
alessandrod dude hope you guys are alright except the homecar ,0
what a lousy day   buh,0
rakeman it was in the s f just last week ,0
just violated the tuners rule dont buy nonperformance parts sorry  ima buy the air filters next time,0
robabanks i cant sleep either ,0
i have the flu ,0
theonewithkatie please i need someone to go to it with me ,0
chrisdjmoyles didnt get tickets  live in mk gutted xx,0
deemaah but i offered to clean twice ,0
pinkiecharm sorry you musta got a bit sick of my dance tweets  sorry to have you unfollow me ,0
cant get past  in flight control  httptwitpiccomyf,0
morning good mood bad pain lovely day for staying in bed again ,0
is a twitter loner ,0
i cant breatheee i hate being sick ,0
it is snowing in tennessee too ,0
dreadkey im kod   battered and bruised  my arm  the tambourine  self conflicted pain ,0
i have to wake up in  hours  laameeee,0
my interwebs is so fraked up that i can google maps something on my iphone bar gprs no g faster than my mbps cable connection ,0
isnt feeling well still dont get why people say theyre pregnancy is the most beautifull time of theyre life ,0
sampiroton hope so  i dont have an iphone lauraoliver ,0
what is this i feel  hotter im sicker than ever ,0
xguccishoesx  seems tony is away in sheffield ,0
moony huggggs im glad youre here to help me through this  he was my favourite character the white house sucks for stealing him ,0
tomorrow is another daydamn tomorrow is already today ,0
watching realkidpoker daniel negreanu lose  in four hours real time via twitter hes losing it ,0
anticipating a slow empty boring summer ,0
is off to italy today no more starcraft for a couple of weeks though ,0
awake why cant i sleep got to work  am hours ,0
karen more shopping sounds like a terrible plan  hope you are not dragging your brother with you this time p,0
dannymcfly haha tell me about it i dont get it either  x,0
jaredleto  i cant sleep i need to work on my speech about huka and youth i hope i get the  full marks ,0
janinesd no im poor i am not an rn yet so i still have mobi lol ,0
my search decks on tweetdeck are not working since yesterday   anyone else have this problem,0
smashleypants awwwww    virtual flowers chocolates hugs and kisses lt,0
im awake people  got nothing to do today  probably watch tv and get rid of all my programs on sky planner  the joy not  ,0
out of stock on xbox  limied edition red elite at the moment   i must have one   httptwitpiccomyg,0
morning all gave the cat his tablet this morning what a mission that is he knows what were up to now and prepares for battle ,0
nicholasbraun aww no fair you didnt check the pic i sent you ,0
heidimontag we dont get to see season  of hills till may ,0
driving to my parents and chilling with them well the sun is shining but i dont feel so well today ,0
davidt virgin again today im afraid as im pushed for time having said that i was delayed  mins at brum ,0
has the biggest headache  but a second job woo,0
cant wait for bring me the horizonnn too bad curtis ward is not in the band anymore ,0
no thats not him in the picture i dont have any pics yet ,0
working rite now but have a massive headache building and feeling very sick  ,0
darkenedjade yepworkstarted badly and has gone rapidly downhill  story of my life to be honest ,0
 have to work on homework tmrw,0
moony lol ugh thats so ominous i hope i dont have to cry over idol this week too fox hates me ,0
mistystilletto if it had happened to anyone else i would have peed myself laughing i scraped my leg ,0
reldred yes babypunch is totally addictive ,0
im yet thinking of earthquake in abruzzoitaly ,0
think i need to start buying and using wrinkle cream ,0
oh man i cant find a tenorion anywhere what am i going to do ,0
it really annoys me when im on msn on my  late at night watching a dvd and i fall asleep inadvertently  damn it lukey ,0
finally home now so hungry and now one is home ,0
